"location","target","type","unit","bin_start_incl","bin_end_notincl","value"
"Idaho","2 wk ahead","Bin","percent","4.8","4.9",0
"Idaho","2 wk ahead","Bin","percent","4.9","5.0",1e-04
"Idaho","2 wk ahead","Bin","percent","5.0","5.1",0
"Idaho","2 wk ahead","Bin","percent","5.1","5.2",0
"Idaho","2 wk ahead","Bin","percent","5.2","5.3",0
"Idaho","2 wk ahead","Bin","percent","5.3","5.4",1e-04
"Idaho","2 wk ahead","Bin","percent","5.4","5.5",0
"Idaho","2 wk ahead","Bin","percent","5.5","5.6",1e-04
"Idaho","2 wk ahead","Bin","percent","5.6","5.7",1e-04
"Idaho","2 wk ahead","Bin","percent","5.7","5.8",0
"Idaho","2 wk ahead","Bin","percent","5.8","5.9",0
"Idaho","2 wk ahead","Bin","percent","5.9","6.0",0
"Idaho","2 wk ahead","Bin","percent","6.0","6.1",2e-04
"Idaho","2 wk ahead","Bin","percent","6.1","6.2",1e-04
"Idaho","2 wk ahead","Bin","percent","6.2","6.3",0
"Idaho","2 wk ahead","Bin","percent","6.3","6.4",0
"Idaho","2 wk ahead","Bin","percent","6.4","6.5",0
"Idaho","2 wk ahead","Bin","percent","6.5","6.6",1e-04
"Idaho","2 wk ahead","Bin","percent","6.6","6.7",1e-04
"Idaho","2 wk ahead","Bin","percent","6.7","6.8",0
"Idaho","2 wk ahead","Bin","percent","6.8","6.9",0
"Idaho","2 wk ahead","Bin","percent","6.9","7.0",0
"Idaho","2 wk ahead","Bin","percent","7.0","7.1",1e-04
"Idaho","2 wk ahead","Bin","percent","7.1","7.2",1e-04
"Idaho","2 wk ahead","Bin","percent","7.2","7.3",0
"Idaho","2 wk ahead","Bin","percent","7.3","7.4",0
"Idaho","2 wk ahead","Bin","percent","7.4","7.5",1e-04
"Idaho","2 wk ahead","Bin","percent","7.5","7.6",1e-04
"Idaho","2 wk ahead","Bin","percent","7.6","7.7",0
"Idaho","2 wk ahead","Bin","percent","7.7","7.8",1e-04
"Idaho","2 wk ahead","Bin","percent","7.8","7.9",4e-04
"Idaho","2 wk ahead","Bin","percent","7.9","8.0",0
"Idaho","2 wk ahead","Bin","percent","8.0","8.1",1e-04
"Idaho","2 wk ahead","Bin","percent","8.1","8.2",2e-04
"Idaho","2 wk ahead","Bin","percent","8.2","8.3",1e-04
"Idaho","2 wk ahead","Bin","percent","8.3","8.4",3e-04
"Idaho","2 wk ahead","Bin","percent","8.4","8.5",0
"Idaho","2 wk ahead","Bin","percent","8.5","8.6",2e-04
"Idaho","2 wk ahead","Bin","percent","8.6","8.7",2e-04
"Idaho","2 wk ahead","Bin","percent","8.7","8.8",1e-04
"Idaho","2 wk ahead","Bin","percent","8.8","8.9",0
"Idaho","2 wk ahead","Bin","percent","8.9","9.0",0
"Idaho","2 wk ahead","Bin","percent","9.0","9.1",0
"Idaho","2 wk ahead","Bin","percent","9.1","9.2",0
"Idaho","2 wk ahead","Bin","percent","9.2","9.3",0
"Idaho","2 wk ahead","Bin","percent","9.3","9.4",1e-04
"Idaho","2 wk ahead","Bin","percent","9.4","9.5",0
"Idaho","2 wk ahead","Bin","percent","9.5","9.6",0
"Idaho","2 wk ahead","Bin","percent","9.6","9.7",1e-04
"Idaho","2 wk ahead","Bin","percent","9.7","9.8",0
"Idaho","2 wk ahead","Bin","percent","9.8","9.9",0
"Idaho","2 wk ahead","Bin","percent","9.9","10.0",1e-04
"Idaho","2 wk ahead","Bin","percent","10.0","10.1",1e-04
"Idaho","2 wk ahead","Bin","percent","10.1","10.2",0
"Idaho","2 wk ahead","Bin","percent","10.2","10.3",3e-04
"Idaho","2 wk ahead","Bin","percent","10.3","10.4",0
"Idaho","2 wk ahead","Bin","percent","10.4","10.5",1e-04
"Idaho","2 wk ahead","Bin","percent","10.5","10.6",0
"Idaho","2 wk ahead","Bin","percent","10.6","10.7",1e-04
"Idaho","2 wk ahead","Bin","percent","10.7","10.8",0
"Idaho","2 wk ahead","Bin","percent","10.8","10.9",1e-04
"Idaho","2 wk ahead","Bin","percent","10.9","11.0",0
"Idaho","2 wk ahead","Bin","percent","11.0","11.1",0
"Idaho","2 wk ahead","Bin","percent","11.1","11.2",0
"Idaho","2 wk ahead","Bin","percent","11.2","11.3",0
"Idaho","2 wk ahead","Bin","percent","11.3","11.4",0
"Idaho","2 wk ahead","Bin","percent","11.4","11.5",1e-04
"Idaho","2 wk ahead","Bin","percent","11.5","11.6",1e-04
"Idaho","2 wk ahead","Bin","percent","11.6","11.7",1e-04
"Idaho","2 wk ahead","Bin","percent","11.7","11.8",0
"Idaho","2 wk ahead","Bin","percent","11.8","11.9",1e-04
"Idaho","2 wk ahead","Bin","percent","11.9","12.0",1e-04
"Idaho","2 wk ahead","Bin","percent","12.0","12.1",1e-04
"Idaho","2 wk ahead","Bin","percent","12.1","12.2",0
"Idaho","2 wk ahead","Bin","percent","12.2","12.3",0
"Idaho","2 wk ahead","Bin","percent","12.3","12.4",0
"Idaho","2 wk ahead","Bin","percent","12.4","12.5",1e-04
"Idaho","2 wk ahead","Bin","percent","12.5","12.6",0
"Idaho","2 wk ahead","Bin","percent","12.6","12.7",0
"Idaho","2 wk ahead","Bin","percent","12.7","12.8",1e-04
"Idaho","2 wk ahead","Bin","percent","12.8","12.9",0
"Idaho","2 wk ahead","Bin","percent","12.9","13.0",0
"Idaho","2 wk ahead","Bin","percent","13.0","100.0",1e-04
"Idaho","3 wk ahead","Point","percent",NA,NA,0.8
"Idaho","3 wk ahead","Bin","percent","0.0","0.1",0
"Idaho","3 wk ahead","Bin","percent","0.1","0.2",6e-04
"Idaho","3 wk ahead","Bin","percent","0.2","0.3",0.0137
"Idaho","3 wk ahead","Bin","percent","0.3","0.4",0.0418
"Idaho","3 wk ahead","Bin","percent","0.4","0.5",0.0689
"Idaho","3 wk ahead","Bin","percent","0.5","0.6",0.0912
"Idaho","3 wk ahead","Bin","percent","0.6","0.7",0.0991
"Idaho","3 wk ahead","Bin","percent","0.7","0.8",0.0966
"Idaho","3 wk ahead","Bin","percent","0.8","0.9",0.0936
"Idaho","3 wk ahead","Bin","percent","0.9","1.0",0.0811
"Idaho","3 wk ahead","Bin","percent","1.0","1.1",0.0618
"Idaho","3 wk ahead","Bin","percent","1.1","1.2",0.065
"Idaho","3 wk ahead","Bin","percent","1.2","1.3",0.0498
"Idaho","3 wk ahead","Bin","percent","1.3","1.4",0.0409
"Idaho","3 wk ahead","Bin","percent","1.4","1.5",0.0302
"Idaho","3 wk ahead","Bin","percent","1.5","1.6",0.0318
"Idaho","3 wk ahead","Bin","percent","1.6","1.7",0.0265
"Idaho","3 wk ahead","Bin","percent","1.7","1.8",0.0211
"Idaho","3 wk ahead","Bin","percent","1.8","1.9",0.0149
"Idaho","3 wk ahead","Bin","percent","1.9","2.0",0.0112
"Idaho","3 wk ahead","Bin","percent","2.0","2.1",0.0138
"Idaho","3 wk ahead","Bin","percent","2.1","2.2",0.0078
"Idaho","3 wk ahead","Bin","percent","2.2","2.3",0.0049
"Idaho","3 wk ahead","Bin","percent","2.3","2.4",0.0038
"Idaho","3 wk ahead","Bin","percent","2.4","2.5",0.0042
"Idaho","3 wk ahead","Bin","percent","2.5","2.6",0.0033
"Idaho","3 wk ahead","Bin","percent","2.6","2.7",0.0026
"Idaho","3 wk ahead","Bin","percent","2.7","2.8",0.0024
"Idaho","3 wk ahead","Bin","percent","2.8","2.9",0.0028
"Idaho","3 wk ahead","Bin","percent","2.9","3.0",0.0017
"Idaho","3 wk ahead","Bin","percent","3.0","3.1",0.0012
"Idaho","3 wk ahead","Bin","percent","3.1","3.2",5e-04
"Idaho","3 wk ahead","Bin","percent","3.2","3.3",4e-04
"Idaho","3 wk ahead","Bin","percent","3.3","3.4",2e-04
"Idaho","3 wk ahead","Bin","percent","3.4","3.5",2e-04
"Idaho","3 wk ahead","Bin","percent","3.5","3.6",2e-04
"Idaho","3 wk ahead","Bin","percent","3.6","3.7",4e-04
"Idaho","3 wk ahead","Bin","percent","3.7","3.8",0.0016
"Idaho","3 wk ahead","Bin","percent","3.8","3.9",5e-04
"Idaho","3 wk ahead","Bin","percent","3.9","4.0",3e-04
"Idaho","3 wk ahead","Bin","percent","4.0","4.1",1e-04
"Idaho","3 wk ahead","Bin","percent","4.1","4.2",4e-04
"Idaho","3 wk ahead","Bin","percent","4.2","4.3",0
"Idaho","3 wk ahead","Bin","percent","4.3","4.4",5e-04
"Idaho","3 wk ahead","Bin","percent","4.4","4.5",2e-04
"Idaho","3 wk ahead","Bin","percent","4.5","4.6",1e-04
"Idaho","3 wk ahead","Bin","percent","4.6","4.7",6e-04
"Idaho","3 wk ahead","Bin","percent","4.7","4.8",2e-04
"Idaho","3 wk ahead","Bin","percent","4.8","4.9",1e-04
"Idaho","3 wk ahead","Bin","percent","4.9","5.0",1e-04
"Idaho","3 wk ahead","Bin","percent","5.0","5.1",0
"Idaho","3 wk ahead","Bin","percent","5.1","5.2",2e-04
"Idaho","3 wk ahead","Bin","percent","5.2","5.3",2e-04
"Idaho","3 wk ahead","Bin","percent","5.3","5.4",2e-04
"Idaho","3 wk ahead","Bin","percent","5.4","5.5",2e-04
"Idaho","3 wk ahead","Bin","percent","5.5","5.6",2e-04
"Idaho","3 wk ahead","Bin","percent","5.6","5.7",0
"Idaho","3 wk ahead","Bin","percent","5.7","5.8",0
"Idaho","3 wk ahead","Bin","percent","5.8","5.9",1e-04
"Idaho","3 wk ahead","Bin","percent","5.9","6.0",1e-04
"Idaho","3 wk ahead","Bin","percent","6.0","6.1",0
"Idaho","3 wk ahead","Bin","percent","6.1","6.2",0
"Idaho","3 wk ahead","Bin","percent","6.2","6.3",0
"Idaho","3 wk ahead","Bin","percent","6.3","6.4",0
"Idaho","3 wk ahead","Bin","percent","6.4","6.5",0
"Idaho","3 wk ahead","Bin","percent","6.5","6.6",1e-04
"Idaho","3 wk ahead","Bin","percent","6.6","6.7",0
"Idaho","3 wk ahead","Bin","percent","6.7","6.8",0
"Idaho","3 wk ahead","Bin","percent","6.8","6.9",0
"Idaho","3 wk ahead","Bin","percent","6.9","7.0",1e-04
"Idaho","3 wk ahead","Bin","percent","7.0","7.1",0
"Idaho","3 wk ahead","Bin","percent","7.1","7.2",1e-04
"Idaho","3 wk ahead","Bin","percent","7.2","7.3",1e-04
"Idaho","3 wk ahead","Bin","percent","7.3","7.4",0
"Idaho","3 wk ahead","Bin","percent","7.4","7.5",1e-04
"Idaho","3 wk ahead","Bin","percent","7.5","7.6",0
"Idaho","3 wk ahead","Bin","percent","7.6","7.7",0
"Idaho","3 wk ahead","Bin","percent","7.7","7.8",2e-04
"Idaho","3 wk ahead","Bin","percent","7.8","7.9",0
"Idaho","3 wk ahead","Bin","percent","7.9","8.0",0
"Idaho","3 wk ahead","Bin","percent","8.0","8.1",1e-04
"Idaho","3 wk ahead","Bin","percent","8.1","8.2",0
"Idaho","3 wk ahead","Bin","percent","8.2","8.3",0
"Idaho","3 wk ahead","Bin","percent","8.3","8.4",0
"Idaho","3 wk ahead","Bin","percent","8.4","8.5",0
"Idaho","3 wk ahead","Bin","percent","8.5","8.6",2e-04
"Idaho","3 wk ahead","Bin","percent","8.6","8.7",0
"Idaho","3 wk ahead","Bin","percent","8.7","8.8",0
"Idaho","3 wk ahead","Bin","percent","8.8","8.9",2e-04
"Idaho","3 wk ahead","Bin","percent","8.9","9.0",0
"Idaho","3 wk ahead","Bin","percent","9.0","9.1",0
"Idaho","3 wk ahead","Bin","percent","9.1","9.2",0
"Idaho","3 wk ahead","Bin","percent","9.2","9.3",0
"Idaho","3 wk ahead","Bin","percent","9.3","9.4",0
"Idaho","3 wk ahead","Bin","percent","9.4","9.5",1e-04
"Idaho","3 wk ahead","Bin","percent","9.5","9.6",0
"Idaho","3 wk ahead","Bin","percent","9.6","9.7",1e-04
"Idaho","3 wk ahead","Bin","percent","9.7","9.8",1e-04
"Idaho","3 wk ahead","Bin","percent","9.8","9.9",0
"Idaho","3 wk ahead","Bin","percent","9.9","10.0",1e-04
"Idaho","3 wk ahead","Bin","percent","10.0","10.1",0
"Idaho","3 wk ahead","Bin","percent","10.1","10.2",1e-04
"Idaho","3 wk ahead","Bin","percent","10.2","10.3",0
"Idaho","3 wk ahead","Bin","percent","10.3","10.4",0
"Idaho","3 wk ahead","Bin","percent","10.4","10.5",1e-04
"Idaho","3 wk ahead","Bin","percent","10.5","10.6",1e-04
"Idaho","3 wk ahead","Bin","percent","10.6","10.7",0
"Idaho","3 wk ahead","Bin","percent","10.7","10.8",0
"Idaho","3 wk ahead","Bin","percent","10.8","10.9",2e-04
"Idaho","3 wk ahead","Bin","percent","10.9","11.0",0
"Idaho","3 wk ahead","Bin","percent","11.0","11.1",1e-04
"Idaho","3 wk ahead","Bin","percent","11.1","11.2",2e-04
"Idaho","3 wk ahead","Bin","percent","11.2","11.3",2e-04
"Idaho","3 wk ahead","Bin","percent","11.3","11.4",0
"Idaho","3 wk ahead","Bin","percent","11.4","11.5",0
"Idaho","3 wk ahead","Bin","percent","11.5","11.6",0
"Idaho","3 wk ahead","Bin","percent","11.6","11.7",2e-04
"Idaho","3 wk ahead","Bin","percent","11.7","11.8",0
"Idaho","3 wk ahead","Bin","percent","11.8","11.9",2e-04
"Idaho","3 wk ahead","Bin","percent","11.9","12.0",0
"Idaho","3 wk ahead","Bin","percent","12.0","12.1",0
"Idaho","3 wk ahead","Bin","percent","12.1","12.2",1e-04
"Idaho","3 wk ahead","Bin","percent","12.2","12.3",0
"Idaho","3 wk ahead","Bin","percent","12.3","12.4",0
"Idaho","3 wk ahead","Bin","percent","12.4","12.5",0
"Idaho","3 wk ahead","Bin","percent","12.5","12.6",0
"Idaho","3 wk ahead","Bin","percent","12.6","12.7",3e-04
"Idaho","3 wk ahead","Bin","percent","12.7","12.8",1e-04
"Idaho","3 wk ahead","Bin","percent","12.8","12.9",2e-04
"Idaho","3 wk ahead","Bin","percent","12.9","13.0",0
"Idaho","3 wk ahead","Bin","percent","13.0","100.0",2e-04
"Idaho","4 wk ahead","Point","percent",NA,NA,0.7
"Idaho","4 wk ahead","Bin","percent","0.0","0.1",0
"Idaho","4 wk ahead","Bin","percent","0.1","0.2",0.0026
"Idaho","4 wk ahead","Bin","percent","0.2","0.3",0.027
"Idaho","4 wk ahead","Bin","percent","0.3","0.4",0.0681
"Idaho","4 wk ahead","Bin","percent","0.4","0.5",0.0812
"Idaho","4 wk ahead","Bin","percent","0.5","0.6",0.1175
"Idaho","4 wk ahead","Bin","percent","0.6","0.7",0.1123
"Idaho","4 wk ahead","Bin","percent","0.7","0.8",0.0927
"Idaho","4 wk ahead","Bin","percent","0.8","0.9",0.0813
"Idaho","4 wk ahead","Bin","percent","0.9","1.0",0.0746
"Idaho","4 wk ahead","Bin","percent","1.0","1.1",0.0628
"Idaho","4 wk ahead","Bin","percent","1.1","1.2",0.0576
"Idaho","4 wk ahead","Bin","percent","1.2","1.3",0.0406
"Idaho","4 wk ahead","Bin","percent","1.3","1.4",0.0354
"Idaho","4 wk ahead","Bin","percent","1.4","1.5",0.0278
"Idaho","4 wk ahead","Bin","percent","1.5","1.6",0.0232
"Idaho","4 wk ahead","Bin","percent","1.6","1.7",0.0203
"Idaho","4 wk ahead","Bin","percent","1.7","1.8",0.0145
"Idaho","4 wk ahead","Bin","percent","1.8","1.9",0.0088
"Idaho","4 wk ahead","Bin","percent","1.9","2.0",0.0081
"Idaho","4 wk ahead","Bin","percent","2.0","2.1",0.0084
"Idaho","4 wk ahead","Bin","percent","2.1","2.2",0.0043
"Idaho","4 wk ahead","Bin","percent","2.2","2.3",0.0062
"Idaho","4 wk ahead","Bin","percent","2.3","2.4",0.0024
"Idaho","4 wk ahead","Bin","percent","2.4","2.5",0.0027
"Idaho","4 wk ahead","Bin","percent","2.5","2.6",0.0016
"Idaho","4 wk ahead","Bin","percent","2.6","2.7",0.0013
"Idaho","4 wk ahead","Bin","percent","2.7","2.8",0.0022
"Idaho","4 wk ahead","Bin","percent","2.8","2.9",0.0015
"Idaho","4 wk ahead","Bin","percent","2.9","3.0",9e-04
"Idaho","4 wk ahead","Bin","percent","3.0","3.1",0.002
"Idaho","4 wk ahead","Bin","percent","3.1","3.2",9e-04
"Idaho","4 wk ahead","Bin","percent","3.2","3.3",9e-04
"Idaho","4 wk ahead","Bin","percent","3.3","3.4",2e-04
"Idaho","4 wk ahead","Bin","percent","3.4","3.5",0
"Idaho","4 wk ahead","Bin","percent","3.5","3.6",2e-04
"Idaho","4 wk ahead","Bin","percent","3.6","3.7",0
"Idaho","4 wk ahead","Bin","percent","3.7","3.8",4e-04
"Idaho","4 wk ahead","Bin","percent","3.8","3.9",6e-04
"Idaho","4 wk ahead","Bin","percent","3.9","4.0",4e-04
"Idaho","4 wk ahead","Bin","percent","4.0","4.1",3e-04
"Idaho","4 wk ahead","Bin","percent","4.1","4.2",4e-04
"Idaho","4 wk ahead","Bin","percent","4.2","4.3",0
"Idaho","4 wk ahead","Bin","percent","4.3","4.4",1e-04
"Idaho","4 wk ahead","Bin","percent","4.4","4.5",0
"Idaho","4 wk ahead","Bin","percent","4.5","4.6",0
"Idaho","4 wk ahead","Bin","percent","4.6","4.7",7e-04
"Idaho","4 wk ahead","Bin","percent","4.7","4.8",0
"Idaho","4 wk ahead","Bin","percent","4.8","4.9",1e-04
"Idaho","4 wk ahead","Bin","percent","4.9","5.0",2e-04
"Idaho","4 wk ahead","Bin","percent","5.0","5.1",0
"Idaho","4 wk ahead","Bin","percent","5.1","5.2",0
"Idaho","4 wk ahead","Bin","percent","5.2","5.3",3e-04
"Idaho","4 wk ahead","Bin","percent","5.3","5.4",1e-04
"Idaho","4 wk ahead","Bin","percent","5.4","5.5",1e-04
"Idaho","4 wk ahead","Bin","percent","5.5","5.6",2e-04
"Idaho","4 wk ahead","Bin","percent","5.6","5.7",0
"Idaho","4 wk ahead","Bin","percent","5.7","5.8",1e-04
"Idaho","4 wk ahead","Bin","percent","5.8","5.9",0
"Idaho","4 wk ahead","Bin","percent","5.9","6.0",1e-04
"Idaho","4 wk ahead","Bin","percent","6.0","6.1",3e-04
"Idaho","4 wk ahead","Bin","percent","6.1","6.2",0
"Idaho","4 wk ahead","Bin","percent","6.2","6.3",0
"Idaho","4 wk ahead","Bin","percent","6.3","6.4",1e-04
"Idaho","4 wk ahead","Bin","percent","6.4","6.5",1e-04
"Idaho","4 wk ahead","Bin","percent","6.5","6.6",3e-04
"Idaho","4 wk ahead","Bin","percent","6.6","6.7",0
"Idaho","4 wk ahead","Bin","percent","6.7","6.8",0
"Idaho","4 wk ahead","Bin","percent","6.8","6.9",0
"Idaho","4 wk ahead","Bin","percent","6.9","7.0",2e-04
"Idaho","4 wk ahead","Bin","percent","7.0","7.1",1e-04
"Idaho","4 wk ahead","Bin","percent","7.1","7.2",1e-04
"Idaho","4 wk ahead","Bin","percent","7.2","7.3",0
"Idaho","4 wk ahead","Bin","percent","7.3","7.4",1e-04
"Idaho","4 wk ahead","Bin","percent","7.4","7.5",1e-04
"Idaho","4 wk ahead","Bin","percent","7.5","7.6",1e-04
"Idaho","4 wk ahead","Bin","percent","7.6","7.7",0
"Idaho","4 wk ahead","Bin","percent","7.7","7.8",0
"Idaho","4 wk ahead","Bin","percent","7.8","7.9",1e-04
"Idaho","4 wk ahead","Bin","percent","7.9","8.0",0
"Idaho","4 wk ahead","Bin","percent","8.0","8.1",0
"Idaho","4 wk ahead","Bin","percent","8.1","8.2",0
"Idaho","4 wk ahead","Bin","percent","8.2","8.3",0
"Idaho","4 wk ahead","Bin","percent","8.3","8.4",0
"Idaho","4 wk ahead","Bin","percent","8.4","8.5",0
"Idaho","4 wk ahead","Bin","percent","8.5","8.6",0
"Idaho","4 wk ahead","Bin","percent","8.6","8.7",1e-04
"Idaho","4 wk ahead","Bin","percent","8.7","8.8",0
"Idaho","4 wk ahead","Bin","percent","8.8","8.9",2e-04
"Idaho","4 wk ahead","Bin","percent","8.9","9.0",0
"Idaho","4 wk ahead","Bin","percent","9.0","9.1",0
"Idaho","4 wk ahead","Bin","percent","9.1","9.2",0
"Idaho","4 wk ahead","Bin","percent","9.2","9.3",1e-04
"Idaho","4 wk ahead","Bin","percent","9.3","9.4",2e-04
"Idaho","4 wk ahead","Bin","percent","9.4","9.5",0
"Idaho","4 wk ahead","Bin","percent","9.5","9.6",0
"Idaho","4 wk ahead","Bin","percent","9.6","9.7",0
"Idaho","4 wk ahead","Bin","percent","9.7","9.8",1e-04
"Idaho","4 wk ahead","Bin","percent","9.8","9.9",0
"Idaho","4 wk ahead","Bin","percent","9.9","10.0",0
"Idaho","4 wk ahead","Bin","percent","10.0","10.1",2e-04
"Idaho","4 wk ahead","Bin","percent","10.1","10.2",0
"Idaho","4 wk ahead","Bin","percent","10.2","10.3",1e-04
"Idaho","4 wk ahead","Bin","percent","10.3","10.4",1e-04
"Idaho","4 wk ahead","Bin","percent","10.4","10.5",0
"Idaho","4 wk ahead","Bin","percent","10.5","10.6",0
"Idaho","4 wk ahead","Bin","percent","10.6","10.7",0
"Idaho","4 wk ahead","Bin","percent","10.7","10.8",0
"Idaho","4 wk ahead","Bin","percent","10.8","10.9",1e-04
"Idaho","4 wk ahead","Bin","percent","10.9","11.0",1e-04
"Idaho","4 wk ahead","Bin","percent","11.0","11.1",1e-04
"Idaho","4 wk ahead","Bin","percent","11.1","11.2",1e-04
"Idaho","4 wk ahead","Bin","percent","11.2","11.3",0
"Idaho","4 wk ahead","Bin","percent","11.3","11.4",0
"Idaho","4 wk ahead","Bin","percent","11.4","11.5",0
"Idaho","4 wk ahead","Bin","percent","11.5","11.6",0
"Idaho","4 wk ahead","Bin","percent","11.6","11.7",1e-04
"Idaho","4 wk ahead","Bin","percent","11.7","11.8",0
"Idaho","4 wk ahead","Bin","percent","11.8","11.9",0
"Idaho","4 wk ahead","Bin","percent","11.9","12.0",0
"Idaho","4 wk ahead","Bin","percent","12.0","12.1",1e-04
"Idaho","4 wk ahead","Bin","percent","12.1","12.2",0
"Idaho","4 wk ahead","Bin","percent","12.2","12.3",0
"Idaho","4 wk ahead","Bin","percent","12.3","12.4",0
"Idaho","4 wk ahead","Bin","percent","12.4","12.5",0
"Idaho","4 wk ahead","Bin","percent","12.5","12.6",0
"Idaho","4 wk ahead","Bin","percent","12.6","12.7",1e-04
"Idaho","4 wk ahead","Bin","percent","12.7","12.8",2e-04
"Idaho","4 wk ahead","Bin","percent","12.8","12.9",0
"Idaho","4 wk ahead","Bin","percent","12.9","13.0",0
"Idaho","4 wk ahead","Bin","percent","13.0","100.0",2e-04
"Illinois","1 wk ahead","Point","percent",NA,NA,1.8
"Illinois","1 wk ahead","Bin","percent","0.0","0.1",0
"Illinois","1 wk ahead","Bin","percent","0.1","0.2",1e-04
"Illinois","1 wk ahead","Bin","percent","0.2","0.3",2e-04
"Illinois","1 wk ahead","Bin","percent","0.3","0.4",1e-04
"Illinois","1 wk ahead","Bin","percent","0.4","0.5",0
"Illinois","1 wk ahead","Bin","percent","0.5","0.6",2e-04
"Illinois","1 wk ahead","Bin","percent","0.6","0.7",1e-04
"Illinois","1 wk ahead","Bin","percent","0.7","0.8",0
"Illinois","1 wk ahead","Bin","percent","0.8","0.9",0
"Illinois","1 wk ahead","Bin","percent","0.9","1.0",0
"Illinois","1 wk ahead","Bin","percent","1.0","1.1",0
"Illinois","1 wk ahead","Bin","percent","1.1","1.2",5e-04
"Illinois","1 wk ahead","Bin","percent","1.2","1.3",0.0012
"Illinois","1 wk ahead","Bin","percent","1.3","1.4",0.0103
"Illinois","1 wk ahead","Bin","percent","1.4","1.5",0.0285
"Illinois","1 wk ahead","Bin","percent","1.5","1.6",0.0662
"Illinois","1 wk ahead","Bin","percent","1.6","1.7",0.1053
"Illinois","1 wk ahead","Bin","percent","1.7","1.8",0.151
"Illinois","1 wk ahead","Bin","percent","1.8","1.9",0.1564
"Illinois","1 wk ahead","Bin","percent","1.9","2.0",0.1508
"Illinois","1 wk ahead","Bin","percent","2.0","2.1",0.1184
"Illinois","1 wk ahead","Bin","percent","2.1","2.2",0.0871
"Illinois","1 wk ahead","Bin","percent","2.2","2.3",0.047
"Illinois","1 wk ahead","Bin","percent","2.3","2.4",0.0335
"Illinois","1 wk ahead","Bin","percent","2.4","2.5",0.0123
"Illinois","1 wk ahead","Bin","percent","2.5","2.6",0.0116
"Illinois","1 wk ahead","Bin","percent","2.6","2.7",0.0062
"Illinois","1 wk ahead","Bin","percent","2.7","2.8",0.0024
"Illinois","1 wk ahead","Bin","percent","2.8","2.9",0.0024
"Illinois","1 wk ahead","Bin","percent","2.9","3.0",3e-04
"Illinois","1 wk ahead","Bin","percent","3.0","3.1",4e-04
"Illinois","1 wk ahead","Bin","percent","3.1","3.2",0.001
"Illinois","1 wk ahead","Bin","percent","3.2","3.3",4e-04
"Illinois","1 wk ahead","Bin","percent","3.3","3.4",4e-04
"Illinois","1 wk ahead","Bin","percent","3.4","3.5",0
"Illinois","1 wk ahead","Bin","percent","3.5","3.6",2e-04
"Illinois","1 wk ahead","Bin","percent","3.6","3.7",0
"Illinois","1 wk ahead","Bin","percent","3.7","3.8",1e-04
"Illinois","1 wk ahead","Bin","percent","3.8","3.9",0
"Illinois","1 wk ahead","Bin","percent","3.9","4.0",0
"Illinois","1 wk ahead","Bin","percent","4.0","4.1",0
"Illinois","1 wk ahead","Bin","percent","4.1","4.2",0
"Illinois","1 wk ahead","Bin","percent","4.2","4.3",0
"Illinois","1 wk ahead","Bin","percent","4.3","4.4",1e-04
"Illinois","1 wk ahead","Bin","percent","4.4","4.5",0
"Illinois","1 wk ahead","Bin","percent","4.5","4.6",0
"Illinois","1 wk ahead","Bin","percent","4.6","4.7",1e-04
"Illinois","1 wk ahead","Bin","percent","4.7","4.8",1e-04
"Illinois","1 wk ahead","Bin","percent","4.8","4.9",1e-04
"Illinois","1 wk ahead","Bin","percent","4.9","5.0",0
"Illinois","1 wk ahead","Bin","percent","5.0","5.1",1e-04
"Illinois","1 wk ahead","Bin","percent","5.1","5.2",0
"Illinois","1 wk ahead","Bin","percent","5.2","5.3",0
"Illinois","1 wk ahead","Bin","percent","5.3","5.4",0
"Illinois","1 wk ahead","Bin","percent","5.4","5.5",0
"Illinois","1 wk ahead","Bin","percent","5.5","5.6",0
"Illinois","1 wk ahead","Bin","percent","5.6","5.7",1e-04
"Illinois","1 wk ahead","Bin","percent","5.7","5.8",0
"Illinois","1 wk ahead","Bin","percent","5.8","5.9",2e-04
"Illinois","1 wk ahead","Bin","percent","5.9","6.0",0
"Illinois","1 wk ahead","Bin","percent","6.0","6.1",1e-04
"Illinois","1 wk ahead","Bin","percent","6.1","6.2",1e-04
"Illinois","1 wk ahead","Bin","percent","6.2","6.3",0
"Illinois","1 wk ahead","Bin","percent","6.3","6.4",2e-04
"Illinois","1 wk ahead","Bin","percent","6.4","6.5",0
"Illinois","1 wk ahead","Bin","percent","6.5","6.6",0
"Illinois","1 wk ahead","Bin","percent","6.6","6.7",0
"Illinois","1 wk ahead","Bin","percent","6.7","6.8",2e-04
"Illinois","1 wk ahead","Bin","percent","6.8","6.9",0
"Illinois","1 wk ahead","Bin","percent","6.9","7.0",1e-04
"Illinois","1 wk ahead","Bin","percent","7.0","7.1",0
"Illinois","1 wk ahead","Bin","percent","7.1","7.2",1e-04
"Illinois","1 wk ahead","Bin","percent","7.2","7.3",1e-04
"Illinois","1 wk ahead","Bin","percent","7.3","7.4",1e-04
"Illinois","1 wk ahead","Bin","percent","7.4","7.5",0
"Illinois","1 wk ahead","Bin","percent","7.5","7.6",3e-04
"Illinois","1 wk ahead","Bin","percent","7.6","7.7",0
"Illinois","1 wk ahead","Bin","percent","7.7","7.8",0
"Illinois","1 wk ahead","Bin","percent","7.8","7.9",0
